TeamName,ID,Name,Email,Game,Skill,Role,Personality
Strict Team 7,Participant_80,user80@university.edu,Basketball,1,Coordinator,Balanced
Strict Team 7,Participant_3,user3@university.edu,FIFA,4,Defender,Thinker
Strict Team 7,Participant_5,user5@university.edu,CS:GO,9,Coordinator,Balanced
Strict Team 7,Participant_32,user32@university.edu,DOTA 2,2,Attacker,Balanced

Strict Team 8,Participant_75,user75@university.edu,Valorant,8,Coordinator,Thinker
Strict Team 8,Participant_94,user94@university.edu,CS:GO,2,Supporter,Leader
Strict Team 8,Participant_96,user96@university.edu,DOTA 2,8,Strategist,Thinker
Strict Team 8,Participant_86,user86@university.edu,FIFA,9,Strategist,Balanced

Strict Team 9,Participant_1,user1@university.edu,Chess,2,Strategist,Leader
Strict Team 9,Participant_82,user82@university.edu,Valorant,10,Attacker,Leader
Strict Team 9,Participant_7,user7@university.edu,DOTA 2,5,Attacker,Leader
Strict Team 9,Participant_24,user24@university.edu,DOTA 2,7,Supporter,Thinker

Strict Team 10,Participant_26,user26@university.edu,Chess,8,Strategist,Balanced
Strict Team 10,Participant_12,user12@university.edu,DOTA 2,3,Attacker,Thinker
Strict Team 10,Participant_31,user31@university.edu,Basketball,8,Strategist,Leader
Strict Team 10,Participant_58,user58@university.edu,Valorant,3,Defender,Leader

Strict Team 11,Participant_98,user98@university.edu,CS:GO,5,Defender,Balanced
Strict Team 11,Participant_90,user90@university.edu,Chess,5,Coordinator,Thinker
Strict Team 11,Participant_52,user52@university.edu,FIFA,2,Attacker,Leader
Strict Team 11,Participant_45,user45@university.edu,Chess,2,Coordinator,Thinker

Strict Team 12,Participant_74,user74@university.edu,FIFA,3,Supporter,Balanced
Strict Team 12,Participant_30,user30@university.edu,CS:GO,4,Coordinator,Thinker
Strict Team 12,Participant_36,user36@university.edu,Chess,9,Strategist,Thinker
Strict Team 12,Participant_21,user21@university.edu,FIFA,4,Strategist,Thinker

Strict Team 13,Participant_67,user67@university.edu,Basketball,1,Attacker,Leader
Strict Team 13,Participant_23,user23@university.edu,CS:GO,3,Defender,Balanced
Strict Team 13,Participant_44,user44@university.edu,FIFA,6,Supporter,Balanced
Strict Team 13,Participant_97,user97@university.edu,FIFA,3,Attacker,Leader

Strict Team 14,Participant_55,user55@university.edu,Chess,8,Coordinator,Leader
Strict Team 14,Participant_57,user57@university.edu,CS:GO,7,Attacker,Thinker
Strict Team 14,Participant_18,user18@university.edu,FIFA,3,Defender,Thinker
Strict Team 14,Participant_10,user10@university.edu,Valorant,5,Coordinator,Leader

Strict Team 15,Participant_54,user54@university.edu,Valorant,8,Supporter,Thinker
Strict Team 15,Participant_13,user13@university.edu,DOTA 2,4,Defender,Leader
Strict Team 15,Participant_73,user73@university.edu,DOTA 2,8,Defender,Leader
Strict Team 15,Participant_56,user56@university.edu,Basketball,4,Strategist,Balanced

Strict Team 16,Participant_4,user4@university.edu,Basketball,4,Supporter,Leader
Strict Team 16,Participant_16,user16@university.edu,CS:GO,6,Strategist,Leader
Strict Team 16,Participant_42,user42@university.edu,DOTA 2,7,Attacker,Thinker
Strict Team 16,Participant_68,user68@university.edu,Chess,1,Defender,Balanced

Strict Team 17,Participant_17,user17@university.edu,CS:GO,10,Attacker,Balanced
Strict Team 17,Participant_53,user53@university.edu,DOTA 2,7,Defender,Balanced
Strict Team 17,Participant_35,user35@university.edu,Basketball,8,Coordinator,Balanced
Strict Team 17,Participant_6,user6@university.edu,CS:GO,2,Strategist,Thinker

Strict Team 18,Participant_63,user63@university.edu,Chess,8,Defender,Thinker
Strict Team 18,Participant_8,user8@university.edu,Valorant,10,Defender,Balanced
Strict Team 18,Participant_37,user37@university.edu,DOTA 2,8,Attacker,Leader
Strict Team 18,Participant_11,user11@university.edu,Basketball,8,Strategist,Balanced

Strict Team 19,Participant_34,user34@university.edu,FIFA,7,Supporter,Leader
Strict Team 19,Participant_22,user22@university.edu,Chess,9,Attacker,Leader
Strict Team 19,Participant_59,user59@university.edu,DOTA 2,4,Supporter,Balanced
Strict Team 19,Participant_49,user49@university.edu,Basketball,3,Supporter,Leader

Strict Team 20,Participant_64,user64@university.edu,CS:GO,6,Supporter,Leader
Strict Team 20,Participant_83,user83@university.edu,DOTA 2,10,Defender,Balanced
Strict Team 20,Participant_79,user79@university.edu,Chess,5,Supporter,Leader
Strict Team 20,Participant_41,user41@university.edu,Basketball,5,Strategist,Balanced

Strict Team 21,Participant_2,user2@university.edu,FIFA,5,Attacker,Balanced
Strict Team 21,Participant_43,user43@university.edu,DOTA 2,2,Defender,Leader
Strict Team 21,Participant_70,user70@university.edu,Basketball,1,Coordinator,Leader
Strict Team 21,Participant_100,user100@university.edu,CS:GO,7,Coordinator,Leader

Strict Team 22,Participant_38,user38@university.edu,Valorant,1,Defender,Balanced
Strict Team 22,Participant_29,user29@university.edu,Basketball,5,Supporter,Balanced
Strict Team 22,Participant_60,user60@university.edu,CS:GO,4,Coordinator,Thinker
Strict Team 22,Participant_99,user99@university.edu,Valorant,3,Supporter,Thinker

Strict Team 23,Participant_40,user40@university.edu,Chess,9,Coordinator,Leader
Strict Team 23,Participant_33,user33@university.edu,FIFA,7,Defender,Thinker
Strict Team 23,Participant_62,user62@university.edu,Basketball,6,Attacker,Balanced
Strict Team 23,Participant_9,user9@university.edu,CS:GO,6,Supporter,Thinker

Strict Team 24,Participant_65,user65@university.edu,DOTA 2,7,Coordinator,Balanced
Strict Team 24,Participant_15,user15@university.edu,DOTA 2,8,Coordinator,Thinker
Strict Team 24,Participant_66,user66@university.edu,Chess,1,Strategist,Thinker
Strict Team 24,Participant_71,user71@university.edu,Chess,8,Strategist,Balanced

Strict Team 25,Participant_46,user46@university.edu,CS:GO,5,Strategist,Leader
Strict Team 25,Participant_28,user28@university.edu,CS:GO,8,Defender,Leader
Strict Team 25,Participant_51,user51@university.edu,FIFA,2,Strategist,Thinker
Strict Team 25,Participant_78,user78@university.edu,FIFA,6,Defender,Thinker

