TeamName,ID,Name,Email,Game,Skill,Role,Personality
Team 12,Participant_81,user81@university.edu,FIFA,10,Strategist,Thinker
Team 12,Participant_34,user34@university.edu,FIFA,7,Supporter,Balanced
Team 12,Participant_47,user47@university.edu,DOTA 2,10,Attacker,Balanced

Team 13,Participant_85,user85@university.edu,Basketball,10,Coordinator,Leader
Team 13,Participant_72,user72@university.edu,DOTA 2,5,Attacker,Thinker
Team 13,Participant_78,user78@university.edu,FIFA,6,Defender,Thinker
Team 13,Participant_44,user44@university.edu,FIFA,6,Supporter,Balanced
Team 13,Participant_74,user74@university.edu,FIFA,3,Supporter,Balanced

Team 14,Participant_73,user73@university.edu,DOTA 2,8,Defender,Leader
Team 14,Participant_18,user18@university.edu,FIFA,3,Defender,Thinker
Team 14,Participant_14,user14@university.edu,FIFA,3,Supporter,Balanced
Team 14,Participant_26,user26@university.edu,Chess,8,Strategist,Balanced
Team 14,Participant_80,user80@university.edu,Basketball,1,Coordinator,Balanced

Team 15,Participant_31,user31@university.edu,Basketball,8,Strategist,Leader
Team 15,Participant_99,user99@university.edu,Valorant,3,Supporter,Thinker
Team 15,Participant_11,user11@university.edu,Basketball,8,Strategist,Balanced
Team 15,Participant_82,user82@university.edu,Valorant,10,Attacker,Balanced
Team 15,Participant_1,user1@university.edu,Chess,2,Strategist,Balanced

Team 16,Participant_7,user7@university.edu,DOTA 2,5,Attacker,Leader
Team 16,Participant_63,user63@university.edu,Chess,8,Defender,Thinker
Team 16,Participant_71,user71@university.edu,Chess,8,Strategist,Balanced
Team 16,Participant_59,user59@university.edu,DOTA 2,4,Supporter,Balanced
Team 16,Participant_19,user19@university.edu,FIFA,9,Supporter,Balanced

Team 17,Participant_10,user10@university.edu,Valorant,5,Coordinator,Leader
Team 17,Participant_96,user96@university.edu,DOTA 2,8,Strategist,Thinker
Team 17,Participant_17,user17@university.edu,CS:GO,10,Attacker,Balanced
Team 17,Participant_65,user65@university.edu,DOTA 2,7,Coordinator,Balanced
Team 17,Participant_32,user32@university.edu,DOTA 2,2,Attacker,Balanced

Team 18,Participant_4,user4@university.edu,Basketball,4,Supporter,Leader
Team 18,Participant_12,user12@university.edu,DOTA 2,3,Attacker,Thinker
Team 18,Participant_95,user95@university.edu,CS:GO,2,Coordinator,Balanced
Team 18,Participant_89,user89@university.edu,Chess,6,Supporter,Balanced

Team 19,Participant_88,user88@university.edu,FIFA,4,Defender,Leader
Team 19,Participant_60,user60@university.edu,CS:GO,4,Coordinator,Thinker
Team 19,Participant_46,user46@university.edu,CS:GO,5,Strategist,Balanced
Team 19,Participant_23,user23@university.edu,CS:GO,3,Defender,Balanced

Team 20,Participant_43,user43@university.edu,DOTA 2,2,Defender,Leader
Team 20,Participant_51,user51@university.edu,FIFA,2,Strategist,Thinker
Team 20,Participant_29,user29@university.edu,Basketball,5,Supporter,Balanced
Team 20,Participant_20,user20@university.edu,Valorant,3,Coordinator,Balanced

Team 21,Participant_91,user91@university.edu,FIFA,10,Strategist,Leader
Team 21,Participant_3,user3@university.edu,FIFA,4,Defender,Thinker
Team 21,Participant_52,user52@university.edu,FIFA,2,Attacker,Balanced
Team 21,Participant_76,user76@university.edu,FIFA,7,Strategist,Balanced

